timstamp,x,y,z
2025-06-06 01:49:41.518,0.9822998046875,-0.039794921875,-0.0426025390625
2025-06-06 01:49:41.518,0.9814453125,-0.0391845703125,-0.043212890625
2025-06-06 01:49:41.577,0.9813232421875,-0.03955078125,-0.041748046875
2025-06-06 01:49:41.578,0.981689453125,-0.03955078125,-0.04296875
2025-06-06 01:49:41.578,0.9814453125,-0.039794921875,-0.0421142578125
2025-06-06 01:49:41.637,0.98193359375,-0.0400390625,-0.042236328125
2025-06-06 01:49:41.638,0.9820556640625,-0.0390625,-0.04296875
2025-06-06 01:49:41.639,0.9815673828125,-0.0390625,-0.0421142578125
2025-06-06 01:49:41.697,0.9813232421875,-0.0386962890625,-0.04248046875
2025-06-06 01:49:41.698,0.9820556640625,-0.03857421875,-0.0423583984375
2025-06-06 01:49:41.698,0.9814453125,-0.0384521484375,-0.0423583984375
2025-06-06 01:49:41.757,0.980712890625,-0.0386962890625,-0.0426025390625
2025-06-06 01:49:41.758,0.9813232421875,-0.039306640625,-0.0419921875
2025-06-06 01:49:41.759,0.9814453125,-0.0390625,-0.042724609375
2025-06-06 01:49:41.818,0.9815673828125,-0.03955078125,-0.0416259765625
2025-06-06 01:49:41.818,0.9813232421875,-0.0390625,-0.04296875
2025-06-06 01:49:41.819,0.9818115234375,-0.0386962890625,-0.0426025390625
2025-06-06 01:49:41.877,0.98095703125,-0.0389404296875,-0.04345703125
2025-06-06 01:49:41.878,0.9813232421875,-0.0391845703125,-0.042724609375
2025-06-06 01:49:41.878,0.9815673828125,-0.038818359375,-0.0433349609375
2025-06-06 01:49:41.938,0.9814453125,-0.0394287109375,-0.04248046875
2025-06-06 01:49:41.938,0.9820556640625,-0.0391845703125,-0.0423583984375
2025-06-06 01:49:41.939,0.98095703125,-0.038818359375,-0.04248046875
2025-06-06 01:49:41.998,0.9813232421875,-0.0389404296875,-0.04296875
2025-06-06 01:49:41.998,0.9810791015625,-0.0389404296875,-0.0421142578125
2025-06-06 01:49:41.999,0.9815673828125,-0.0389404296875,-0.0421142578125
2025-06-06 01:49:42.057,0.980712890625,-0.0390625,-0.042724609375
2025-06-06 01:49:42.058,0.98193359375,-0.039306640625,-0.0421142578125
2025-06-06 01:49:42.059,0.9814453125,-0.0391845703125,-0.0416259765625
2025-06-06 01:49:42.118,0.981201171875,-0.0384521484375,-0.0418701171875
2025-06-06 01:49:42.118,0.981689453125,-0.03857421875,-0.0413818359375
2025-06-06 01:49:42.119,0.9808349609375,-0.0389404296875,-0.0426025390625
2025-06-06 01:49:42.177,0.98193359375,-0.03857421875,-0.04296875
2025-06-06 01:49:42.178,0.9815673828125,-0.03857421875,-0.0419921875
2025-06-06 01:49:42.178,0.9818115234375,-0.038818359375,-0.0428466796875
2025-06-06 01:49:42.237,0.98193359375,-0.038818359375,-0.042724609375
2025-06-06 01:49:42.238,0.9813232421875,-0.039306640625,-0.0419921875
2025-06-06 01:49:42.239,0.98095703125,-0.038330078125,-0.0423583984375
2025-06-06 01:49:42.297,0.981201171875,-0.0386962890625,-0.042236328125
2025-06-06 01:49:42.298,0.9818115234375,-0.0399169921875,-0.0426025390625
2025-06-06 01:49:42.299,0.9818115234375,-0.039794921875,-0.043212890625
2025-06-06 01:49:42.357,0.981689453125,-0.0390625,-0.040771484375
2025-06-06 01:49:42.358,0.981689453125,-0.0394287109375,-0.04296875
2025-06-06 01:49:42.358,0.98193359375,-0.0389404296875,-0.042724609375
2025-06-06 01:49:42.418,0.998046875,-0.0374755859375,-0.1593017578125
2025-06-06 01:49:42.418,0.9683837890625,-0.0355224609375,0.041015625
2025-06-06 01:49:42.419,0.989501953125,-0.037353515625,-0.0240478515625
2025-06-06 01:49:42.477,0.9742431640625,-0.0341796875,-0.0872802734375
2025-06-06 01:49:42.478,0.983642578125,-0.03759765625,-0.087158203125
2025-06-06 01:49:42.478,0.97705078125,-0.0394287109375,-0.0050048828125
2025-06-06 01:49:42.537,0.9847412109375,-0.0340576171875,-0.073974609375
2025-06-06 01:49:42.538,0.980224609375,-0.037841796875,-0.0611572265625
2025-06-06 01:49:42.538,0.983642578125,-0.039794921875,-0.023681640625
2025-06-06 01:49:42.597,0.981689453125,-0.0390625,-0.01318359375
2025-06-06 01:49:42.598,0.9810791015625,-0.0399169921875,-0.0615234375
2025-06-06 01:49:42.599,0.9805908203125,-0.0382080078125,-0.07373046875
2025-06-06 01:49:42.658,0.9822998046875,-0.0389404296875,-0.06494140625
2025-06-06 01:49:42.658,0.9814453125,-0.0394287109375,-0.0235595703125
2025-06-06 01:49:42.659,0.98193359375,-0.03955078125,-0.02734375
2025-06-06 01:49:42.717,0.9810791015625,-0.0396728515625,-0.041015625
2025-06-06 01:49:42.718,0.9814453125,-0.038818359375,-0.0439453125
2025-06-06 01:49:42.719,0.9810791015625,-0.0374755859375,-0.0494384765625
2025-06-06 01:49:42.777,0.9808349609375,-0.0384521484375,-0.0560302734375
2025-06-06 01:49:42.778,0.982177734375,-0.0389404296875,-0.03076171875
2025-06-06 01:49:42.779,0.98193359375,-0.0396728515625,-0.0252685546875
2025-06-06 01:49:42.837,0.9818115234375,-0.0401611328125,-0.0250244140625
2025-06-06 01:49:42.838,0.98193359375,-0.0379638671875,-0.0562744140625
2025-06-06 01:49:42.839,0.98046875,-0.0379638671875,-0.0614013671875
2025-06-06 01:49:42.898,0.9808349609375,-0.0389404296875,-0.0531005859375
2025-06-06 01:49:42.898,0.982421875,-0.039306640625,-0.032958984375
2025-06-06 01:49:42.899,0.9818115234375,-0.0391845703125,-0.0330810546875
2025-06-06 01:49:42.957,0.9820556640625,-0.0386962890625,-0.0345458984375
2025-06-06 01:49:42.958,0.9813232421875,-0.0389404296875,-0.05078125
2025-06-06 01:49:42.958,0.98095703125,-0.0386962890625,-0.0555419921875
2025-06-06 01:49:43.017,0.981689453125,-0.038330078125,-0.0487060546875
2025-06-06 01:49:43.019,0.982666015625,-0.0390625,-0.0283203125
2025-06-06 01:49:43.019,0.9818115234375,-0.0390625,-0.02978515625
2025-06-06 01:49:43.078,0.9815673828125,-0.0390625,-0.040283203125
2025-06-06 01:49:43.078,0.981689453125,-0.0386962890625,-0.0528564453125
2025-06-06 01:49:43.079,0.9810791015625,-0.0384521484375,-0.053955078125
2025-06-06 01:49:43.137,0.982177734375,-0.0391845703125,-0.0484619140625
2025-06-06 01:49:43.138,0.9815673828125,-0.0389404296875,-0.033447265625
2025-06-06 01:49:43.138,0.9820556640625,-0.0390625,-0.033447265625
2025-06-06 01:49:43.197,0.9818115234375,-0.0396728515625,-0.0400390625
2025-06-06 01:49:43.198,0.9815673828125,-0.037841796875,-0.053466796875
2025-06-06 01:49:43.199,0.9813232421875,-0.0390625,-0.0517578125
2025-06-06 01:49:43.257,0.9820556640625,-0.039306640625,-0.044189453125
2025-06-06 01:49:43.258,0.9813232421875,-0.0396728515625,-0.0338134765625
2025-06-06 01:49:43.259,0.9805908203125,-0.039794921875,-0.035888671875
2025-06-06 01:49:43.317,0.9814453125,-0.0394287109375,-0.043212890625
2025-06-06 01:49:43.318,0.98095703125,-0.0384521484375,-0.0498046875
2025-06-06 01:49:43.319,0.9808349609375,-0.03857421875,-0.0482177734375
2025-06-06 01:49:43.377,0.9818115234375,-0.03857421875,-0.039306640625
2025-06-06 01:49:43.378,0.98193359375,-0.0382080078125,-0.0355224609375
2025-06-06 01:49:43.379,0.9813232421875,-0.0389404296875,-0.036865234375
2025-06-06 01:49:43.437,0.9814453125,-0.0396728515625,-0.04296875
2025-06-06 01:49:43.438,0.981201171875,-0.0394287109375,-0.0499267578125
2025-06-06 01:49:43.438,0.9820556640625,-0.0394287109375,-0.047119140625
2025-06-06 01:49:43.497,0.98193359375,-0.0391845703125,-0.041015625
2025-06-06 01:49:43.498,0.98095703125,-0.0386962890625,-0.035888671875
