timestamp,x,y,z
2025-06-06 01:42:58.463,0.982421875,-0.0382080078125,-0.0430908203125
2025-06-06 01:42:58.464,0.9814453125,-0.039794921875,-0.0445556640625
2025-06-06 01:42:58.483,0.9815673828125,-0.0396728515625,-0.0445556640625
2025-06-06 01:42:58.483,0.9814453125,-0.0386962890625,-0.0452880859375
2025-06-06 01:42:58.484,0.9820556640625,-0.0384521484375,-0.0445556640625
2025-06-06 01:42:58.502,0.981689453125,-0.03857421875,-0.0435791015625
2025-06-06 01:42:58.523,0.98095703125,-0.03955078125,-0.0426025390625
2025-06-06 01:42:58.543,0.981201171875,-0.0394287109375,-0.0433349609375
2025-06-06 01:42:58.544,0.9814453125,-0.0391845703125,-0.0428466796875
2025-06-06 01:42:58.563,0.981689453125,-0.0391845703125,-0.042724609375
2025-06-06 01:42:58.563,0.9814453125,-0.0394287109375,-0.04248046875
2025-06-06 01:42:58.564,0.9815673828125,-0.03955078125,-0.0421142578125
2025-06-06 01:42:58.582,0.9820556640625,-0.0389404296875,-0.044189453125
2025-06-06 01:42:58.603,0.981201171875,-0.038818359375,-0.0438232421875
2025-06-06 01:42:58.604,0.981201171875,-0.03857421875,-0.04296875
2025-06-06 01:42:58.604,0.981201171875,-0.0384521484375,-0.043701171875
2025-06-06 01:42:58.623,0.981201171875,-0.0391845703125,-0.042236328125
2025-06-06 01:42:58.643,0.9814453125,-0.0394287109375,-0.0411376953125
2025-06-06 01:42:58.644,0.9815673828125,-0.0386962890625,-0.04052734375
2025-06-06 01:42:58.645,0.98095703125,-0.0390625,-0.0404052734375
2025-06-06 01:42:58.662,0.98193359375,-0.0391845703125,-0.0428466796875
2025-06-06 01:42:58.682,0.9815673828125,-0.0390625,-0.04345703125
2025-06-06 01:42:58.703,0.982177734375,-0.0390625,-0.044189453125
2025-06-06 01:42:58.703,0.9815673828125,-0.040283203125,-0.04443359375
2025-06-06 01:42:58.704,0.97998046875,-0.040771484375,-0.043212890625
2025-06-06 01:42:58.722,0.979248046875,-0.0391845703125,-0.0452880859375
2025-06-06 01:42:58.742,0.9815673828125,-0.038818359375,-0.0457763671875
2025-06-06 01:42:58.743,0.981201171875,-0.0394287109375,-0.046142578125
2025-06-06 01:42:58.762,0.9818115234375,-0.0399169921875,-0.045166015625
2025-06-06 01:42:58.763,0.98291015625,-0.0386962890625,-0.0423583984375
2025-06-06 01:42:58.782,0.980712890625,-0.039794921875,-0.040771484375
2025-06-06 01:42:58.783,0.9820556640625,-0.038818359375,-0.0399169921875
2025-06-06 01:42:58.803,0.981689453125,-0.039306640625,-0.03857421875
2025-06-06 01:42:58.804,0.981201171875,-0.0377197265625,-0.0394287109375
